,Unnamed: 0,username,followers,created_at,tweet_text,tone
2093,2093,elenacorinne,7,2020-03-24 12:10:51,"So wash your hands for at least 20 seconds, stay at least six feet apart, only drink rodent pee when absolutely nec…",1.0
2094,2094,appsquadz,476,2020-03-24 12:10:49,"Learn some basic protective measures against the new coronavirus:
appsquadz family prays for everyone's good healt…",1.0
2096,2096,samdfjournalist,260,2020-03-24 12:10:48,"Is there a way to donate direct to the NHSuk? Would be good to be able to support the NHS, particularly at the mom…",1.0
2097,2097,DynamekBryony,983,2020-03-24 12:10:48,Anyone with #Adobe #creativecloud subscriptions? I’ve just got a two months free offer when going through cancel pr…,2.0
2098,2098,Almond687,286,2020-03-24 12:10:46,faisalislam cllrthomson cathynewman retweeted someone who’s finding universal credit phone lines on hold for hou…,0.0
2099,2099,WojciechKosc,1548,2020-03-24 12:10:46,The length of PM's intro to presenting new #coronavirus restrictions makes one feel we're going to have a extreme d…,1.0
2101,2101,TrilogyTrial,16972,2020-03-24 12:10:45,"#Coronavirus: Judge refused to send #jury home amid #COVIDー19 pandemic and 'rush to justice' fears, #Justice…",2.0
2102,2102,amna_newseng,8775,2020-03-24 12:10:45,"French Ambassador calls on French citizens to strictly obey Greek authorities instructions

#COVID19 #COVID2019…",0.0
2103,2103,A2Afreen,10761,2020-03-24 12:10:43,"Fight together by staying apart! Let's help combat #coronavirus. Corporates such as AxisBank, Reliance Industries,…",0.0
2104,2104,CollyRetro,996,2020-03-24 12:10:43,"So, what we have gathered so far in this #coronavirusuk #coronavirus is that socialist policies &amp; actions are going…",0.0
2105,2105,JohnFanimokun,12517,2020-03-24 12:10:42,Good news on #coronavirus. (2),1.0
2106,2106,christinebelled,1076,2020-03-24 12:10:39,"It would! Struggling too. But on main topic, see my blog just posted on  on conflict, Covid-…",2.0
2107,2107,e2online,1361,2020-03-24 12:10:39,#CoronaVirus explained,2.0
2108,2108,SimonJohnPalmer,6398,2020-03-24 12:10:39,"Me earlier: ""mum have you heard [family friend] has died of the Coronavirus?"" Mum: ""I have, it's very sad, but he h…",2.0
2109,2109,Imtovenn,518,2020-03-24 12:10:39,Me during the #coronavirus curfew tryingto get to my weed man,2.0
2110,2110,GLAConservative,6005,2020-03-24 12:10:38,"⚡️ NEW: City Hall Tories call for Khan to use police to enforce #coronavirus rules on Tube 

 Councillorsuzie: ""…",0.0
2111,2111,dougandersonza,557,2020-03-24 12:10:38,"Please reach out to the Elderly, People With Disabilities and other vulnerable groups in your communities to assist…",0.0
2112,2112,pennewstweet,2664,2020-03-24 12:10:38,"Three more Covid19 cases in TN, total 15
#TamilNadu #HealthMinister #CVijayabhaskar #Coronavirusindia #COVID19…",1.0
2113,2113,Busta_,2656,2020-03-24 12:10:36,"If there is anyone in your family or friend group who doesn’t quite understand the severity of the current crises,…",0.0
2114,2114,kasiinsight,856,2020-03-24 12:10:34,Coronavirus concerns drag consumer confidence in Africa #covid19 #coronavirus #Kenya #Ghana,1.0
2115,2115,KOKO_TV,13015,2020-03-24 12:10:33,JUST IN: Abba Kyari Reportedly Tests Positive To Coronavirus  #Nigeria #staysafe…,1.0
2116,2116,monica69_nana,4183,2020-03-24 12:10:33,realDonaldTrump A man died and his wife is in critical condition from listening to your nonsense peddling drugs th…,2.0
2117,2117,BigKooka,108,2020-03-24 12:10:33,"Do Italians regret their virtue signalling now? 

#coronavirus #COVIDー19 #coronaitalia",2.0
2119,2119,riyazbhat786,580,2020-03-24 12:10:29,I do appreciate efforts of listenshahid to break the #Coronavirus chain but on the other side Admin is mixing up r…,2.0
2122,2122,IILAinfo,1105,2020-03-24 12:10:28,"It is abundantly clear that #smoking makes the impact of #CoronaVirus worse - ASH_LDN 
.
.

#CoronaVirusInKenya…",0.0
2123,2123,ForesightNewsUK,3702,2020-03-24 12:10:28,"Public Health Wales has confirmed 60 new cases of #coronavirus, taking the total number of cases in Wales to 478.",0.0
2124,2124,Funkemyfun,2623,2020-03-24 12:10:28,Someone says to me tht a total lock down cannot be achieved. I laughed &amp; responded that wt the virality of #COVID19…,0.0
2125,2125,featheredpipe,7499,2020-03-24 12:10:28,"""If any of the reports from wisdom traditions contain so much as a mustard-seed-sized grain of truth, when we aband…",1.0
2127,2127,BartonHillbilly,7,2020-03-24 12:10:26,$2 trillion #Coronavirus economic bailout? Is #China paying for it or will future Americans be paying? Or has the…,0.0
2128,2128,DurhamExtension,226,2020-03-24 12:10:26,"A nice primer on #FoodSafety during #CoronaVirus, built in part on the expertise of our own NCExtension's Ben Chap…",1.0
2130,2130,vprakash68,7147,2020-03-24 12:10:25,China must be made accountable for this pandemic. Why should the innocent suffer?          #China…,2.0
2132,2132,Roxana_M_Molina,1798,2020-03-24 12:10:24,"As we pay respect to the #NHSworker, let’s not forget about #Cuba, a country whose citizens are regularly denied to…",0.0
2133,2133,LikeIsNas,2523,2020-03-24 12:10:24,"I take my temperature every day. #Coronavirus #Rona
___
#PoetsAndRhymers",1.0
2134,2134,Moespi1,42,2020-03-24 12:10:23,"#CoronaVirus update 
 
 Total Cases= 392,399 +113
 Total Deaths= 17,147 +0
 Total Recovered= 103,393 +4

 Active Ca…",1.0
2135,2135,persiankoala,225,2020-03-24 12:10:23,i hate to break it to you but we’re facing a double trouble here. #Coronavirus #Hantavirus,2.0
2136,2136,TomthunkitsMind,68038,2020-03-24 12:10:23,"If you doubt my credibility and authority to write this #coronavirus book, just turn to page 115: Part two -Anti-vi…",0.0
2137,2137,Pharmacy2mydoor,492,2020-03-24 12:10:22,"This is a message from the Government’s Chief Medical Officer about Coronavirus.✅
It is so important that we all fo…",1.0
2139,2139,natdebtline,7947,2020-03-24 12:10:20,If #Coronavirus has affected you income and you are worried about paying bills our fact sheet has information about…,2.0
2140,2140,MattSmithKIRO7,4794,2020-03-24 12:10:20,This comes after USNS Mercy was routed to L.A. instead of Seattle... the expected need in the coming days: hospital…,2.0
2142,2142,PaulivW,66540,2020-03-24 12:10:18,"""The visitor from Joburg, a 43yr old businessman, fell ill on his flight home, spreading #Coronavirus not only in t…",2.0
2144,2144,tng_social,2507,2020-03-24 12:10:18,"COVID-19: Senate holds closed session
#CORONAVIRUS #COVID19 #COVIDIOTS #Covid19Out",2.0
2145,2145,AjayDubedi,1224,2020-03-24 12:10:18,The #coronavirus outbreak is now spreading exponentially - and the consequences could be devastating. It is crucial…,0.0
2146,2146,finansist69,0,2020-03-24 12:10:18,Please have a look at my Dashboard of COVID-19 Dynamics  #coronavirus #COVID19,0.0
2148,2148,Browells1,1107,2020-03-24 12:10:16,"UPDATE: Government confirms under-18s can still move between homes as part of child arrangement orders.

Learn more…",0.0
2150,2150,Newy2019,714,2020-03-24 12:10:15,"allisonpearson The #coronavirus pandemic is a lesson for us: Chinese Communist Party never embraces human rights,…",0.0
2151,2151,ShaydaAlizadeh,9739,2020-03-24 12:10:15,"Coronavirus: Deaths in Spain rise sharply to over 2,500 #Coronavirus",2.0
2152,2152,PolicyCenterNS,11963,2020-03-24 12:10:15,"""#Coronavirus epidemy may prompt #EU leaders to reach a quick agreement, but it also runs the risk of rendering…",0.0
2153,2153,MovieStreaker,212,2020-03-24 12:10:15,"So as of yesterday I have a new job title. I'm now considered to be an ""essential employee"" because I'm a cook in a…",1.0
2155,2155,Chloftus,111,2020-03-24 12:10:14,"All of us when the #Coronavirus is gone  #SocialDistancing in our garden today 
#StayHomeSaveLives
BrodHiggins",1.0
2157,2157,JawwadAli96,681,2020-03-24 12:10:14,"After #Coronavirus, New #Hantavirus appears in #China. #StayAtHomeSaveLives #StayHome #COVIDIDIOTS #Corona #Hanta",1.0
2158,2158,Xy5Z89,660,2020-03-24 12:10:14,"#Belgium #Brussels #Coronavirus

Belgium reports 526 new infections and 34 new deaths. Making it a total infection of 4269 and 122 deads.",0.0
2160,2160,russiabeyond,25922,2020-03-24 12:10:14,The main character of Hero of Our Time had such an inner poison that spread even more quickly in society than…,0.0
2161,2161,OrtaGuida,543,2020-03-24 12:10:14,"Thank you  very much Europe!
We will survive. We have been here for 2500 years. We will survive and remember you. B…",1.0
2162,2162,BrokerLib,344,2020-03-24 12:10:12,"Believing for some good news very soon.

Meanwhile, continue to stay safe.

#coronavirus #betaplus #lib #libbrokers…",1.0
2163,2163,emmauscol,2038,2020-03-24 12:10:12,With the constant media stream of information about #coronavirus it's no wonder that we're all feeling #anxious and…,2.0
2164,2164,MrApocalypse_92,57,2020-03-24 12:10:12,BorisJohnson deploy the military and lock the country down properly. I still have to work and the amount of people…,1.0
2165,2165,kwheaton,1515,2020-03-24 12:10:11,"Do you have enough toilet paper?  Finally, a toilet paper calculator!  #coronavirus",0.0
2166,2166,RefineEntTV,361,2020-03-24 12:10:10,#Coronavirus #SocialDistancing What you need to know,0.0
2167,2167,FreyaIngva,2992,2020-03-24 12:10:10,"Are you strengthening your #immunesystem?
Boosting it is the best thing you can do: eating healthily, taking…",1.0
2168,2168,mancgirlmissing,941,2020-03-24 12:10:10,"I take it back.  The good old days...
#coronavirus #2019",1.0
2169,2169,AndrewSErickson,26348,2020-03-24 12:10:10,"“No American city is like #NewYork, a regional economic hub that is also a magnet for international commerce &amp; tour…",1.0
2170,2170,LearninWorcs,341,2020-03-24 12:10:10,"Mindful March Day 24

Notice when you're tired and take a break as soon as possible

Whilst working from home try t…",2.0
2171,2171,LincsCommHealth,4194,2020-03-24 12:10:10,"#Coronavirus: How to use the NHS 

If you have a high temperature or a new and continuous cough, you should stay at…",0.0
2173,2173,GrandpaRobot,2215,2020-03-24 12:10:09,"yourauntemma That is why these degreed, exper'd pro's should be followed for learned vocabulary &amp; insights:…",1.0
2175,2175,MiranChannel,83,2020-03-24 12:10:09,"This obvo for safety of ppl of #ShaheenBagh!
Many,as group characteristic,v.well formally educated,so know,all it t…",1.0
2176,2176,Jack200285,114,2020-03-24 12:10:09,So beauty salons ordered to close but hairdressers to stay open. How is a hair dresser meant to cut your hair from…,1.0
2177,2177,TheRealMeziaq,179,2020-03-24 12:10:08,"China: New Album

#Coronavirus
#Hantavirus",1.0
2178,2178,StacyDVanDeveer,4288,2020-03-24 12:10:07,"Got the latest #COVIDー19 #news &amp; numbers 
#Coronavirus tracked: the latest figures as the #pandemic spreads | Free…",0.0
2179,2179,JohnFanimokun,12517,2020-03-24 12:10:07,"Good news on #coronavirus.(1)

We shall overcome

Thanks for sharing, woye1.",1.0
2180,2180,MumsUnltd,4498,2020-03-24 12:10:07,"Our next #HemelHempstead Mums UnLtd #onlinemeeting is on 24th March, 10.00 - 11.00. Please remember to book your pl…",0.0
2181,2181,standup_kc,2856,2020-03-24 12:10:07,What’s the point of staying home if we can’t feed our families? We shouldn’t have to choose between risking…,2.0
2182,2182,GregPienkoszWFA,22,2020-03-24 12:10:07,"Darrell Cronk, CIO of Wells Fargo’s Wealth and Investment Management, discusses the resilience of the economy and t…",1.0
2183,2183,ellennrich,1027,2020-03-24 12:10:06,Make the #Lord your #protector and you will be safe from #COVID19 #Coronavirus.,0.0
2184,2184,pinkvilla,902605,2020-03-24 12:10:06,#AkshayKumar is ANGRY at people for violating #Coronavirus lockdown; shares stern message for fans to stay home,2.0
2185,2185,MHInnovation,6377,2020-03-24 12:10:06,"During this time, we are collating a Resource page with all #MentalHealth Resources for coping during the COVID-19…",1.0
2186,2186,Malvin1915,2691,2020-03-24 12:10:06,When all you see online is the deadly #coronavirus and you read that a man in china has died from a new #Hantavirus,2.0
2187,2187,Beyshanw,79,2020-03-24 12:10:06,"The rapid spread of #Coronavirus clearly will dominate the headlines over the coming months, but what does it mean…",0.0
2189,2189,AlexComLtd,1330,2020-03-24 12:10:05,"#Coronavirus is Exposing the Faulty Foundations of the #Texas #Fracking Industry



#energy…",0.0
2190,2190,colecameron,1771,2020-03-24 12:10:05,This is an excellent article by jakeadelstein about the #COVID19 (#coronavirus) situation here in #Japan. Life is…,1.0
2191,2191,FollowPHT,1782,2020-03-24 12:10:05,"#Coronavirus infections are nothing new to the poultry industry. Still, it’s important to understand that common IB…",0.0
2193,2193,jacksonkellylaw,668,2020-03-24 12:10:05,Colorado based employers need to comply with the Colorado Health Emergency Leave with Pay rules while under a state…,0.0
2194,2194,PantheonMacro,5855,2020-03-24 12:10:05,"""Probably understating the #Coronavirus hit."" samueltombs on U.K. CBI Industrial Trends Survey, March #PantheonMacro",0.0
2195,2195,933WMMR,51822,2020-03-24 12:10:04,The latest song to get a #Coronavirus reworking:,1.0
2197,2197,SnellMitchellCo,531,2020-03-24 12:10:04,"We've adjusted how we're working due to #Coronavirus, but we're still going - motivated by the amazing sights and s…",1.0
2198,2198,OutOfYourRut,11896,2020-03-24 12:10:04,7 Reasons Why the Coronavirus Grocery Panic Isn’t as Bonkers as We Think  via OutOfYourRut #coronavirus,2.0
2200,2200,PinkSpag_Debbie,662,2020-03-24 12:10:03,This is the page for businesses to find all the detail of what help they can get and when.,1.0
2201,2201,salahed81833937,8,2020-03-24 12:10:02,"Fortnite pls make a event a bug screen with wash your hands this wil be a very good thing for the kids o
To wach th…",1.0
2202,2202,Rx_Ed,6730,2020-03-24 12:10:02,"In times of crises like #coronavirus #Covid19, the health of the public takes priority over the economy of the coun…",2.0
2204,2204,Barrett_Laurie,17398,2020-03-24 12:10:02,"In case you were thinking her e-mails were benign, I heard she wrote the screenplay for Glitter &amp; suggested Pres. O…",0.0
2205,2205,PSCI,279,2020-03-24 12:10:00,Place your business in a more secure position to recover faster from the #coronavirus pandemic by taking these proa…,1.0
2206,2206,mnaEN,4424,2020-03-24 12:10:00,Rugby union's Champions Cup and Challenge Cup semi-finals and finals have been postponed because of the…,1.0
2207,2207,wellcometrust,168925,2020-03-24 12:10:00,"There's lots of information about #COVID19 out there at the moment. 

Cut through the noise on #coronavirus and sub…",0.0
2209,2209,SkateboardEng,1436,2020-03-24 12:10:00,"Following the statement from the government yesterday, our advice is that:

All skateparks are now CLOSED and shoul…",0.0
2210,2210,sjfrankdennis,2444,2020-03-24 12:10:00,"#Burnout is real. We can fight emotional #exhaustion by decreasing demands, increasing support and enhancing contro…",1.0
2211,2211,iftaft,7253,2020-03-24 12:10:00,"Great idea &amp; wonderful way to work as a team, despite no school or games. Like so many IFT members, this softball c…",1.0
2212,2212,JB_Shreve,1642,2020-03-24 12:10:00,"The US is now 3rd on the total confirmed case count (46,168) globally and 4th on total deaths (1,934). 

#COVID19…",0.0
2213,2213,yournameonit,978,2020-03-24 12:10:00,"Hi there LedburyHour
We hope you are keeping safe and healthy during the #Coronavirus chaos!
We as a business are…",1.0
2216,2216,dailystar,196450,2020-03-24 12:10:00,Cars return to Wuhan days before #coronavirus lockdown lifted with huge queues seen,1.0
2217,2217,NewsMobileIndia,13628,2020-03-24 12:09:59,"On the request of our Prime Minister we clapped for our doctors, nurses and others who are giving essential service…",1.0
2218,2218,BackLash444,53,2020-03-24 12:09:59,realDonaldTrump wants to end #coronavirus #StayAtHomeOrder because 6 of his 7 resorts are closed and The Trump Org…,2.0
2219,2219,AriannasDaily,27491,2020-03-24 12:09:58,A few self care tips to help you during this time! ❤️ #StayHome #coronavirus #selfcare,1.0
2220,2220,RickGorab,174,2020-03-24 12:09:57,Nonprofits like the Y are on the front lines of #coronavirus response. I just asked my members of Congress to take…,0.0
2223,2223,cassandra17lina,24185,2020-03-24 12:09:56,These appalling #WhiteHouse #Coronavirus #PressBriefings underscore the irony of a “Reality TV star”  unable to kee…,2.0
2224,2224,Coderiver_co,7,2020-03-24 12:09:56,"How can #Coronavirus kill you. Inside, natural foods for #corona 

#CoronavirusLockdown #COVIDIDIOTS #COVIDー19…",2.0
2225,2225,CostaSpaceSpain,616,2020-03-24 12:09:56,Costaspace would like to extend a huge thank you to all of the amazing #health workers throughout Spain and the wor…,1.0
2226,2226,sandynonumbers,35,2020-03-24 12:09:56,newscomauHQ Yes agree. #ShutAustraliaDown  “ prepare for the worst and the worst will never happen” 9NewsAUS…,1.0
2227,2227,LAMuscle,35260,2020-03-24 12:09:53,"Build Muscle With Just Your Bodyweight
8 Exercises That Can Be Done Anywhere
Full article here:…",1.0
2228,2228,BillBates01,604,2020-03-24 12:09:53,Expect Boris Johnson's new #coronavirus crisis laws to resemble the Defense of the Realm Act that was brought in fo…,0.0
2229,2229,basherbate,187,2020-03-24 12:09:53,"rioferdy5 your mate!Ashley is a disgrace. To have the tenacity to say SportsDirect staff are ""essential workers""…",1.0
2230,2230,iPicNews,1176,2020-03-24 12:09:53,"#Coronavirus: 

#US may become global epicentre of #COVID19 outbreak, says World Health Organisation. 

#trump owns…",1.0
2231,2231,NetsNot,1962,2020-03-24 12:09:52,This quote shows the utter stupidity of the Construction Industry - which I'm part of #Coronavirus affects us all T…,0.0
2232,2232,ila_suli,67,2020-03-24 12:09:51,"realDonaldTrump BIG BREAKING: 

6,600 new cases of #Coronavirus and 514 new deaths in Spain 

Total reaches 39,673…",2.0
2233,2233,WajeehaA,723,2020-03-24 12:09:50,"Have this weird feeling, we are all going to another planet real soon... like WALL.E! #Coronavirus #Iamsodone",1.0
2235,2235,tara_yap,94,2020-03-24 12:09:49,"#SocialDistancing  Waiting in line—but a meter apart—is now fact of life. 

 March 24, 2020 (Tuesday)
.
.
.
.
.…",0.0
2238,2238,KenyaNWiley,1827,2020-03-24 12:09:49,"While some industries are in real need of a bridge or bailout, others are using the #coronavirus stimulus bill to g…",0.0
2239,2239,CBCAdrianH,13029,2020-03-24 12:09:48,"Are liquor stores really ""essential businesses""?  #Coronavirus #Ontarioshutdown",1.0
2240,2240,steph93065,321358,2020-03-24 12:09:48,"Media headline: “My husband took Trump recommenced medicine and he’s dead”. 

The problem for the media is that eve…",2.0
2241,2241,mracroy,38,2020-03-24 12:09:47,RepKatiePorter You’re an absolute bad ass! Keep it up #Covid19usa #coronavirus #USPolitics,1.0
2243,2243,manif3stx,172,2020-03-24 12:09:47,The sky has been spectacularly gorgeous since we're not driving around. I can't stop taking pictures of the clouds.…,1.0
2244,2244,KasieNova,240,2020-03-24 12:09:46,"To all those people living in Jo'burg, please do not visit us, stay there and deal with your #CoronaVirus ASINFUNI…",1.0
2245,2245,PositiveMindCo,1467,2020-03-24 12:09:46,Busy doing work admin but am loving the view  the sun really does lift your mood ☀️☀️☀️ #workingfromhome #SmallBiz…,1.0
2246,2246,LondonLovesBiz,28391,2020-03-24 12:09:46,Sports Direct closes in dramatic U-turn #SportsDirect #retail #coronavirus #Covid_19 -,0.0
2248,2248,ShibaRussell,11077,2020-03-24 12:09:45,Purchased a little plant for my new work-at-home space. Flowers go a long way in helping to boost the spirit  Wha…,1.0
2249,2249,UnewsAgency,1021,2020-03-24 12:09:45,"#Iran's Rouhani: Hospital check-ins, deaths caused by #Coronavirus declining
#COVIDー19 #CoronaVirusUpdate #Unews",2.0
2252,2252,GaianLight,1378,2020-03-24 12:09:44,"Protective glasses all sold out, Poland.
#poland #pandemic #coronavirus #covid19",0.0
2253,2253,MatchRightGo,1099,2020-03-24 12:09:43,Since the situation is evolving very quickly and it has become difficult to decide what to do and when to…,2.0
2255,2255,tim_noonan,406,2020-03-24 12:09:42,"Current country status:
Watching LabCorp’s CEO, AdamHSchechter on TV, instead of ESPN’s AdamSchefter 

Can’t wai…",0.0
2257,2257,jerryhorse,50,2020-03-24 12:09:42,Dr.SHIVA LIVE: Immune and Economic Health Solution to the #CoronaVirus  via YouTube…,1.0
2258,2258,HorganDaniel,1950,2020-03-24 12:09:41,"In change #management workshops, I share these 4 change levers as critical ingredients to #success. Whether engagin…",1.0
2259,2259,MaineCULeague,292,2020-03-24 12:09:41,"Before adjourning, the Maine Legislature expanded eligibility for unemployment benefits for workers impacted by…",2.0
2260,2260,nehoez,243,2020-03-24 12:09:41,tomwatson Indeed! #Coronavirus #Covid19 #Pandemic,1.0
2261,2261,impistolpeter,3,2020-03-24 12:09:41,"She’s still around? Fuck a Scientologist, fuck trump. #fucktrump #TrumpVirus #Coronavirus",2.0
2263,2263,citizenmatters,15157,2020-03-24 12:09:40,Citizen Matters shares the recommendations of two experts on the immediate steps that the Centre can take to provid…,0.0
2265,2265,indiacom,10392,2020-03-24 12:09:39,#CoronavirusLockdown #COVID19 MirzaSania has stepped ahead to raise money to provide essentials like food and othe…,1.0
2266,2266,sallyld,1603,2020-03-24 12:09:38,"Want to find out the key information for #charities, community groups, social enterprises and voluntary organisatio…",1.0
2267,2267,everton137,763,2020-03-24 12:09:38,"#COVID19 key question: if possible, how to test those already immune (asymptomatic or with mild symptoms)? Is it ea…",0.0
2268,2268,healthybrum,6854,2020-03-24 12:09:37,"A vital update on #coronavirus from 
CMO_England

You MUST now:
Only go out when absolutely necessary for food, me…",0.0
2270,2270,insane_voice,232,2020-03-24 12:09:36,"malthus500 TexasTribune #CORONAVIRUS is real. #climatechange is a #CLIMATEHOAX.
Problem solved.",0.0
2271,2271,statscore,467,2020-03-24 12:09:35,"As we all know, #Euro2020 has been postponed. Is it possible that after the #coronavirus crisis it will emerge stro…",0.0
2272,2272,newsontv3,350453,2020-03-24 12:09:35,"Minister of Health, Kweku Agyeman-Manu has confirmed 25 new cases of #coronavirus in the country. This brings to t…",1.0
2273,2273,eleanorrosemed,180,2020-03-24 12:09:35,"Thought of the day.
The #coronavirus outbreak is hitting everyone hard, especially us self employed #freelancers.
R…",2.0
2276,2276,AVOCABCABLES,34,2020-03-24 12:09:34,"Follow the do’s and don’ts, to protect your family and yourself from the Corona Virus. #Stayhome #StaySafe. 
You ca…",1.0
2278,2278,FilmNewsWeb,12800,2020-03-24 12:09:33,Jeremy Renner asks for child support payment reduction due to coronavirus pandemic -…,0.0
2279,2279,PatriotPrince1,1,2020-03-24 12:09:32,"If this tweet of Indian Railway don't make you think about the Toughness of Situation....then nothing can!!
So, ple…",2.0
2280,2280,xxdr_zombiexx,7631,2020-03-24 12:09:32,"retweet if you are hoping more republicans come out positive for #Coronavirus.

Think of everything republicans hav…",1.0
2281,2281,tessmcguinness,910,2020-03-24 12:09:32,Now  is scary. #CoronaVirus survives on surfaces for 17 days!! #LockdownIreland #lockdownEverything,2.0
2283,2283,BudWichers,217,2020-03-24 12:09:31,A 'Corona-quarantaine-box' in the middle of a pavement and social distancing in Indonesia. A must these days. Photo…,1.0
2284,2284,jayvanbavel,21775,2020-03-24 12:09:31,New Likert scale for Studies on #COVIDー19 | #coronavirus,1.0
2285,2285,is_salsu,99906,2020-03-24 12:09:31,"RETWEET If you believe that COVID19 will end soon  

#COVIDー19 
#coronavirus",1.0
2286,2286,priyakamal,3020,2020-03-24 12:09:31,most of what was said today should have been said a month or two months ago... Union Health Ministry briefs the med…,2.0
2287,2287,PRAISETRIUNEGOD,13006,2020-03-24 12:09:30,"""Nancy #Pelosi’s Terrible, Horrible, No Good, Very Bad Decision To Hold The Country Hostage ""  #coronavirus…",0.0
2288,2288,UMR4NIH,1703,2020-03-24 12:09:30,Great summary of the efforts underway to develop treatments &amp; a vaccine for #coronavirus. All of this made possible…,1.0
2290,2290,iamsol001,16,2020-03-24 12:09:30,#Coronavirus tracked: the latest figures as the pandemic spreads | Free to read  via financialtimes #Covid19,0.0
2291,2291,6abcadamjoseph,73567,2020-03-24 12:09:28,"WEATHER WORD FIND
Great way to both teach kids about different weather terminology, and give them something to do.…",1.0
2292,2292,alphacentauriii,2327,2020-03-24 12:09:27,‘Health Silk Road:’ China showers Europe with #coronavirus aid as both spar with Trump,1.0
2294,2294,watchingamerica,1236,2020-03-24 12:09:25,An article from .smh on #coronavirus,2.0
2295,2295,chokwangun,2378,2020-03-24 12:09:25,Woke up and saw #Hantavirus trending. Got to know that one more virus outbreak in China and this one is deadlier th…,0.0
2297,2297,KatelynnGothic_,24,2020-03-24 12:09:23,Well thats me stuck at home☹️xx #coronavirus #stuckathome xx,2.0
2298,2298,CurtisSChin,10709,2020-03-24 12:09:22,A thread worth reading. #coronavirus #covid19 yale,1.0
2299,2299,kashorMazloom,184,2020-03-24 12:09:22,"OmarAbdullah #Coronavirus can't even touch #Kashmiri's.
We've already been vaccinated from virus since 1947.🥴",2.0
2300,2300,FlowNewYork,45,2020-03-24 12:09:21,I don’t think celebrities should tell us regular folks to stay home because unlike them we can’t afford to.. we don…,0.0
2301,2301,RonSupportsYou,15133,2020-03-24 12:09:20,"""Six days: Tracking Sen. Rand Paul from coronavirus testing to positive diagnosis"":
 #Coronavirus #Trumpdemic",1.0
2302,2302,amaanbhat_,25,2020-03-24 12:09:19,"Srinagar's first COVID-19 Positive case successfully treated: Director SKIMS. 
Let's #BreakTheChain
#CoronaVirusUpdate #coronavirus #COVID19",1.0
2303,2303,Bode834,947,2020-03-24 12:09:19,If only we had a case study to turn to on handling #coronavirus #covid19,0.0
2304,2304,BearCreekCapit,1301,2020-03-24 12:09:18,"Nice

#equities #nasdaq #technology #biotechnology #coronavirus #covid19 #coronavirusoutbreak",1.0
2305,2305,Rawalpindianz,84,2020-03-24 12:09:18,"A Suspect Of Carona Found in UBL Bank Bakra Mandi Rawalpindi 

#2019nCoV #LockDownPakisan
#CronavirusinPakistan…",0.0
2309,2309,uglyduckang,689,2020-03-24 12:09:15,The corona virus is not China’s fault. Every American you meet abroad is not an arrogant moron. If a man is wearing…,1.0
2310,2310,NewsThaivisa,30823,2020-03-24 12:09:14,Medical expert sees worst case scenario if “stay at home” directive ignored #thailand #coronavirus #covid19:…,2.0
2311,2311,gulf_news,983318,2020-03-24 12:09:14,#coronavirus Listen: Coronavirus awareness message when you make a call in the UAE today,1.0
2312,2312,TomthunkitsMind,68038,2020-03-24 12:09:14,"THE 2nd #CORONAVIRUS BOMBSHELL IN MY BOOK HAS JUST BEEN PROVEN TRUE:
Gov't officials ""warned policymakers that a pa…",2.0
2313,2313,duhgurlz,7233,2020-03-24 12:09:13,"Countries WORLDWIDE urge people to ""STAY AT HOME"" as global death toll at 16,500 and 380,000  #coronavirus cases.…",2.0
2314,2314,matchcentreng,1362,2020-03-24 12:09:13,Messi joins other legends in #coronavirus advice video,1.0
2315,2315,0nlyJust,42,2020-03-24 12:09:13,What's the situation with parents sending their children out into the streets to play? Surely that should not be al…,1.0
2316,2316,FrshPrynsOBrsdn,35,2020-03-24 12:09:12,I'm seeing too many new folks getting it. Not #Coronavirus but tiktok.,1.0
2318,2318,indiatvnews,924571,2020-03-24 12:09:11,"'Ye mazzak nahi hai': akshaykumar to people not taking #CoronavirusLockdown orders seriously

#Coronavirus",1.0
2319,2319,RadioPakistan,595021,2020-03-24 12:09:11,"SAPM on Health zfrmrza says federal, provincial Govts working in close coordination &amp; using all their resources to…",1.0
2320,2320,KymLucas1,644,2020-03-24 12:09:09,"So, I get the need to keep protective gear for #coronavirus, but pregnancies aren't possible to put on hold. There…",0.0
2321,2321,JhoncyW,0,2020-03-24 12:09:08,"Coronavirus news –  UK put on unprecedented lockdown, as government texts public with ‘stay at home, save lives’ me…",0.0
2322,2322,LouisaMoller,2175,2020-03-24 12:09:07,The #Coronavirus crisis is also taking a toll on organ donations. I’m working on this story and wondering if anyone…,0.0
2323,2323,mrlkdds,3785,2020-03-24 12:09:07,Just got this #Coronavirus alert text from the government. Stay home. Protect the NHS. Save lives.,0.0
2325,2325,LikeIsNas,2523,2020-03-24 12:09:06,"The #CDC says to wipe down surfaces every day with antibacterial wipes or spray.
#Coronavirus #Rona
___
#PoetsAndRhymers",2.0
2328,2328,rush3411,15,2020-03-24 12:09:05,"""Coronavirus Tweets from Indian authorities"" #coronavirus",2.0
2329,2329,MIDUFINGA,52186,2020-03-24 12:09:05,#Coronavirus Conspiracy Theorist Speaks Out!  #MIDUFINGA #KKSHWORLD #FOLLOW,0.0
2330,2330,yespunjab,112957,2020-03-24 12:09:04,What firms must follow for resilient biz during #Coronavirus,1.0
2333,2333,51give,1095,2020-03-24 12:09:02,"#China bans trade, eating of wild animals in battle against #coronavirus 
#wildanimals
 via scmpnews",0.0
